timestamp;open;high;low;close;volume
2026-02-06 14:30:00;6816.740234375;6874.7099609375;6816.740234375;6865.169921875;114086958.0
2026-02-06 14:45:00;6879.259765625;6887.1298828125;6867.5;6868.990234375;235241868.0
2026-02-06 15:00:00;6868.1298828125;6875.509765625;6855.240234375;6859.27001953125;171107302.0
2026-02-06 15:15:00;6859.2099609375;6879.8798828125;6853.60009765625;6878.18017578125;140925790.0
2026-02-06 15:30:00;6878.02001953125;6888.77001953125;6872.3701171875;6885.580078125;116131523.0
2026-02-06 15:45:00;6874.68994140625;6880.56005859375;6874.68994140625;6879.39013671875;125769026.0
2026-02-06 16:00:00;6879.43017578125;6895.2099609375;6876.97998046875;6894.7099609375;121789000.0
2026-02-06 16:15:00;6891.740234375;6898.91015625;6888.39013671875;6892.759765625;107681000.0
2026-02-06 16:30:00;6893.16015625;6902.1201171875;6893.16015625;6898.5498046875;107761000.0
2026-02-06 16:45:00;6898.52001953125;6902.06982421875;6892.0;6896.33984375;102158000.0
2026-02-06 17:00:00;6896.3798828125;6905.830078125;6893.9599609375;6901.39013671875;100858000.0
2026-02-06 17:15:00;6901.43017578125;6907.41015625;6898.31982421875;6906.75;86793000.0
2026-02-06 17:30:00;6906.83984375;6911.66015625;6901.16015625;6906.93017578125;91873000.0
2026-02-06 17:45:00;6906.93994140625;6916.85009765625;6906.93994140625;6911.5498046875;88648000.0
2026-02-06 18:00:00;6911.5498046875;6917.64013671875;6911.5498046875;6914.259765625;61882000.0
2026-02-06 18:15:00;6912.2900390625;6916.1201171875;6908.2998046875;6911.31005859375;104525000.0
2026-02-06 18:30:00;6911.2998046875;6916.60986328125;6911.22021484375;6915.080078125;74150000.0
2026-02-06 18:45:00;6915.080078125;6918.14990234375;6911.5498046875;6911.759765625;71432000.0
2026-02-06 19:00:00;6911.8701171875;6915.68994140625;6911.2998046875;6911.3798828125;81948000.0
2026-02-06 19:15:00;6911.330078125;6916.9501953125;6909.4501953125;6916.9501953125;74455000.0
2026-02-06 19:30:00;6916.97021484375;6917.22021484375;6911.43994140625;6911.8701171875;84323000.0
2026-02-06 19:45:00;6911.91015625;6919.64013671875;6911.8798828125;6915.41015625;89571000.0
2026-02-06 20:00:00;6915.419921875;6920.25;6913.16015625;6916.7001953125;98953000.0
2026-02-06 20:15:00;6916.75;6923.759765625;6916.7001953125;6919.81005859375;116306000.0
2026-02-06 20:30:00;6919.93994140625;6929.1201171875;6918.509765625;6929.1201171875;138861000.0
2026-02-06 20:45:00;6929.490234375;6944.89013671875;6929.3798828125;6930.27001953125;406743000.0
2026-02-09 14:30:00;6917.259765625;6938.2998046875;6905.8701171875;6934.580078125;132458485.0
2026-02-09 14:45:00;6934.240234375;6938.5400390625;6920.3701171875;6926.97021484375;170141728.0
2026-02-09 15:00:00;6924.93994140625;6941.58984375;6924.5498046875;6939.39013671875;133296550.0
2026-02-09 15:15:00;6939.39013671875;6950.81005859375;6938.8798828125;6941.14990234375;113547878.0
2026-02-09 15:30:00;6941.16015625;6959.490234375;6941.16015625;6957.52001953125;109440009.0
2026-02-09 15:45:00;6957.60009765625;6966.85986328125;6954.740234375;6964.68017578125;101113162.0
2026-02-09 16:00:00;6964.64013671875;6968.22998046875;6962.9501953125;6965.14990234375;94378862.0
2026-02-09 16:15:00;6965.5498046875;6969.7001953125;6962.830078125;6969.18994140625;86967000.0
2026-02-09 16:30:00;6969.10986328125;6971.7099609375;6964.7099609375;6971.6201171875;83578000.0
2026-02-09 16:45:00;6971.64990234375;6978.169921875;6971.5498046875;6975.56005859375;81370000.0
2026-02-09 17:00:00;6975.68017578125;6978.60986328125;6973.509765625;6976.47021484375;84866000.0
2026-02-09 17:15:00;6976.56005859375;6978.22998046875;6973.169921875;6973.2998046875;81731000.0
2026-02-09 17:30:00;6973.22998046875;6976.580078125;6970.259765625;6970.83984375;70918000.0
2026-02-09 17:45:00;6970.93017578125;6971.93994140625;6967.18017578125;6967.580078125;64402000.0
2026-02-09 18:00:00;6967.669921875;6971.4501953125;6965.77978515625;6969.8701171875;70690000.0
